"wilayah_studi","provinsi","forest_threshold_pct","forest_area_2000_ha","total_deforestation_2001_2024_ha","forest_area_2022_ha","total_carbon_ton_2022","mean_carbon_density_ton_ha_2022"
"Berau","Kalimantan Timur",30,2195058.31,495144.5,1754782,235885014,134.4639
